小字名,市区町村名,地番,予備名,center_lng,center_lat
字上利別東一線,足寄郡陸別町,280-5,,143.731144,43.431344
字上利別東一線,足寄郡陸別町,282-1,,143.731509,43.434048
字上利別東一線,足寄郡陸別町,280-1,,143.730548,43.43261
字上利別東一線,足寄郡陸別町,280-3,,143.729376,43.432811
字上利別東一線,足寄郡陸別町,278-3,,143.728711,43.431699
字上利別東一線,足寄郡陸別町,278-4,,143.728961,43.432242
字上利別東一線,足寄郡陸別町,278-5,,143.727133,43.431576
字上利別基線,足寄郡陸別町,277-2,,143.727926,43.432783
字上利別基線,足寄郡陸別町,277-6,,143.727883,43.43245
字上利別基線,足寄郡陸別町,279-2,,143.728425,43.433136
字上利別基線,足寄郡陸別町,281-2,,143.729928,43.434166
字上利別基線,足寄郡陸別町,283-4,,143.732005,43.435735
字上利別基線,足寄郡陸別町,水-54,,143.732126,43.435837
字上利別基線,足寄郡陸別町,283-2,,143.7327,43.436431
字上利別東一線,足寄郡陸別町,284-2,,143.733558,43.435546
字上利別東一線,足寄郡陸別町,284-1,,143.732343,43.435143
字上利別東一線,足寄郡陸別町,水-64,,143.734713,43.434637
字上利別東一線,足寄郡陸別町,道-4,,143.732952,43.434193
字上利別東一線,足寄郡陸別町,280-4,,143.732058,43.432082
字上利別東一線,足寄郡陸別町,282-3,,143.732459,43.432408
字上利別東一線,足寄郡陸別町,282-4,,143.732629,43.432544
字上利別,足寄郡陸別町,12-13,,143.732558,43.432286
字上利別東一線,足寄郡陸別町,282-2,,143.732968,43.433503
字上利別東一線,足寄郡陸別町,284-3,,143.733506,43.434029
字上利別東一線,足寄郡陸別町,284-7,,143.734095,43.433692
字上利別,足寄郡陸別町,12-1,,143.734507,43.43346
字上利別,足寄郡陸別町,12-12,,143.73408,43.433517
字上利別,足寄郡陸別町,12-5,,143.734737,43.432986
字上利別,足寄郡陸別町,12-2,,143.733799,43.432473
字上利別,足寄郡陸別町,12-6,,143.73502,43.433078
字上利別,足寄郡陸別町,35W1,,143.734673,43.433963
字上利別,足寄郡陸別町,11-6,,143.735111,43.434943
字上利別東一線,足寄郡陸別町,284-6,,143.734919,43.434918
字上利別,足寄郡陸別町,11-7,,143.735216,43.434862
字上利別,足寄郡陸別町,11-3,,143.73535,43.434303
字上利別東一線,足寄郡陸別町,284-8,,143.734512,43.434113
字上利別東一線,足寄郡陸別町,284-4,,143.734097,43.434176
字上利別東一線,足寄郡陸別町,284-5,,143.734661,43.434516
字上利別東一線,足寄郡陸別町,286-3,,143.735083,43.435295
字上利別,足寄郡陸別町,11-8,,143.735168,43.43506
字上利別,足寄郡陸別町,11-5,,143.735308,43.434991
字上利別,足寄郡陸別町,11-12,,143.735798,43.436682
字上利別東一線,足寄郡陸別町,286-4,,143.735196,43.435588
字上利別,足寄郡陸別町,11-2,,143.736083,43.435981
字上利別,足寄郡陸別町,11-11,,143.735934,43.434943
字上利別,足寄郡陸別町,11-10,,143.737164,43.436027
字上利別,足寄郡陸別町,9-6,,143.740732,43.44015
字上利別,足寄郡陸別町,9-2,,143.741842,43.442318
字上利別,足寄郡陸別町,8-9,,143.74384,43.442631
字上利別,足寄郡陸別町,8-49,,143.74459,43.443622
字上利別,足寄郡陸別町,8-7,,143.744723,43.443323
字上利別,足寄郡陸別町,8-51,,143.743647,43.444189
字上利別,足寄郡陸別町,8-52,,143.744163,43.444229
字上利別,足寄郡陸別町,8-71,,143.744424,43.444119
字上利別,足寄郡陸別町,8-50,,143.744328,43.444024
字上利別,足寄郡陸別町,8-26,,143.743922,43.444671
字上利別,足寄郡陸別町,8-53,,143.742922,43.444617
字上利別,足寄郡陸別町,8-54,,143.742528,43.444476
字上利別,足寄郡陸別町,8-45,,143.742578,43.443968
字上利別,足寄郡陸別町,8-47,,143.743634,43.443749
字上利別,足寄郡陸別町,8-116,,143.74393,43.443556
字上利別,足寄郡陸別町,8-124,,143.741929,43.444283
字上利別,足寄郡陸別町,8-44,,143.742011,43.444323
字上利別,足寄郡陸別町,無地番-8,,143.742376,43.444842
字上利別,足寄郡陸別町,8-126,,143.741532,43.444551
字上利別,足寄郡陸別町,8-40,,143.741261,43.444757
字上利別,足寄郡陸別町,8-41,,143.741182,43.444688
字上利別,足寄郡陸別町,8-125,,143.741006,43.444765
字上利別,足寄郡陸別町,8-56,,143.740678,43.445162
字上利別,足寄郡陸別町,8-55,,143.741288,43.445291
字上利別,足寄郡陸別町,8-24,,143.742221,43.445164
字上利別,足寄郡陸別町,8-43,,143.740366,43.444794
字上利別,足寄郡陸別町,8-42,,143.739922,43.445288
字上利別,足寄郡陸別町,8-23,,143.739731,43.445142
字上利別,足寄郡陸別町,8-123,,143.740858,43.44472
字上利別,足寄郡陸別町,8-25,,143.741373,43.444212
字上利別,足寄郡陸別町,8-28,,143.741489,43.443541
字上利別,足寄郡陸別町,8-27,,143.740945,43.443551
字上利別,足寄郡陸別町,水-5,,143.741501,43.443076
字上利別,足寄郡陸別町,9-32,,143.740637,43.443313
字上利別,足寄郡陸別町,9-11,,143.740448,43.443211
字上利別,足寄郡陸別町,9-10,,143.739995,43.442847
字上利別,足寄郡陸別町,9-12,,143.741609,43.442882
字上利別,足寄郡陸別町,8-29,,143.741706,43.443092
字上利別,足寄郡陸別町,9-4,,143.741923,43.441106
字上利別,足寄郡陸別町,9-15,,143.740305,43.44173
字上利別,足寄郡陸別町,9-7,,143.740822,43.441259
字上利別,足寄郡陸別町,9-29,,143.739406,43.442119
字上利別,足寄郡陸別町,9-35,,143.739433,43.441216
字上利別,足寄郡陸別町,9-17,,143.739535,43.440887
字上利別,足寄郡陸別町,9-45,,143.739154,43.440895
字上利別,足寄郡陸別町,9-13,,143.738761,43.441564
字上利別,足寄郡陸別町,9-37,,143.739187,43.442581
字上利別,足寄郡陸別町,9-16,,143.738785,43.44242
字上利別,足寄郡陸別町,9-31,,143.739151,43.442743
字上利別,足寄郡陸別町,9-24,,143.739134,43.442873
字上利別,足寄郡陸別町,9-34,,143.739354,43.443504
字上利別,足寄郡陸別町,9-44,,143.739535,43.443203
字上利別,足寄郡陸別町,9-47,,143.739229,43.442377
字上利別,足寄郡陸別町,9-38,,143.73932,43.442047
字上利別,足寄郡陸別町,9-36,,143.739498,43.442428
字上利別,足寄郡陸別町,9-46,,143.739608,43.442486
字上利別,足寄郡陸別町,9-25,,143.739229,43.443218
字上利別,足寄郡陸別町,9-49,,143.739498,43.443692
字上利別,足寄郡陸別町,9-50,,143.739651,43.443552
字上利別,足寄郡陸別町,9-33,,143.739239,43.443918
字上利別,足寄郡陸別町,8-105,,143.739319,43.444247
字上利別,足寄郡陸別町,8-104,,143.739237,43.444283
字上利別,足寄郡陸別町,8-8,,143.740514,43.443827
字上利別,足寄郡陸別町,8-119,,143.740051,43.444557
字上利別,足寄郡陸別町,8-122,,143.740157,43.444586
字上利別,足寄郡陸別町,8-6,,143.739659,43.444536
字上利別,足寄郡陸別町,8-121,,143.739842,43.445232
字上利別,足寄郡陸別町,8-120,,143.739831,43.445074
字上利別,足寄郡陸別町,8-103,,143.739386,43.445087
字上利別,足寄郡陸別町,8-102,,143.738856,43.445081
字上利別,足寄郡陸別町,9-9,,143.738768,43.444028
字上利別,足寄郡陸別町,9-23,,143.739084,43.443632
字上利別,足寄郡陸別町,9-42,,143.739152,43.443337
字上利別,足寄郡陸別町,9-30,,143.739165,43.443273
字上利別,足寄郡陸別町,9-43,,143.739145,43.443268
字上利別,足寄郡陸別町,9-8,,143.738358,43.443259
字上利別,足寄郡陸別町,9-19,,143.737789,43.443211
字上利別,足寄郡陸別町,9-1,,143.737433,43.443279
字上利別基線,足寄郡陸別町,295-2,,143.737049,43.445845
字上利別基線,足寄郡陸別町,309,,143.736284,43.445007
字上利別基線,足寄郡陸別町,長狭物不明-332-2,,143.73627,43.444077
字上利別基線,足寄郡陸別町,水-2,,143.737945,43.44546
字上利別,足寄郡陸別町,9-20,,143.737697,43.442764
字上利別,足寄郡陸別町,9-3,,143.737375,43.442219
字上利別,足寄郡陸別町,10-1,,143.737121,43.438907
字上利別,足寄郡陸別町,水-36,,143.736894,43.439756
字上利別,足寄郡陸別町,10-4,,143.73748,43.438388
字上利別,足寄郡陸別町,9-18,,143.737789,43.440391
字上利別,足寄郡陸別町,9-41,,143.738737,43.440019
字上利別,足寄郡陸別町,9-27,,143.739233,43.44045
字上利別,足寄郡陸別町,9-21,,143.73914,43.440283
字上利別,足寄郡陸別町,9-48,,143.738905,43.440441
字上利別,足寄郡陸別町,9-28,,143.739436,43.440802
字上利別,足寄郡陸別町,9-14,,143.739447,43.440624
字上利別,足寄郡陸別町,9-39,,143.739347,43.4406
字上利別,足寄郡陸別町,9-40,,143.739188,43.440692
字上利別,足寄郡陸別町,9-5,,143.739759,43.44013
字上利別,足寄郡陸別町,9-26,,143.738791,43.439762
字上利別,足寄郡陸別町,9-22,,143.738374,43.43922
字上利別,足寄郡陸別町,36,,143.738312,43.439083
字上利別,足寄郡陸別町,10-2,,143.737555,43.438206
字上利別,足寄郡陸別町,10-3,,143.73771,43.438502
字上利別,足寄郡陸別町,道-121,,143.737376,43.438006
字上利別,足寄郡陸別町,10-5,,143.737272,43.438289
字上利別,足寄郡陸別町,11-14,,143.737314,43.437934
字上利別東一線,足寄郡陸別町,288-3,,143.73721,43.437971
字上利別東一線,足寄郡陸別町,288-4,,143.736519,43.437522
字上利別東一線,足寄郡陸別町,288-7,,143.737063,43.438068
字上利別東一線,足寄郡陸別町,288-5,,143.736517,43.43771
字上利別東一線,足寄郡陸別町,道-125,,143.73673,43.438433
字上利別東一線,足寄郡陸別町,288-2,,143.736613,43.438111
字上利別東一線,足寄郡陸別町,288-6,,143.735684,43.437001
字上利別,足寄郡陸別町,11-9,,143.736167,43.437009
字上利別,足寄郡陸別町,11-13,,143.735876,43.436815
字上利別,足寄郡陸別町,11-1,,143.736687,43.436796
字上利別,足寄郡陸別町,11-15,,143.735926,43.436772
字上利別,足寄郡陸別町,11-16,,143.735891,43.436716
字上利別東一線,足寄郡陸別町,286-2,,143.735292,43.436278
字上利別東一線,足寄郡陸別町,286-1,,143.734331,43.436485
字上利別基線,足寄郡陸別町,287-2,,143.73488,43.438398
字上利別東一線,足寄郡陸別町,288-1,,143.73572,43.437856
字上利別基線,足寄郡陸別町,道-128,,143.735742,43.439081
字上利別基線,足寄郡陸別町,長狭物不明-322-2,,143.734164,43.440352
字上利別基線,足寄郡陸別町,308,,143.733953,43.440398
字上利別基線,足寄郡陸別町,長狭物不明-322-1,,143.733712,43.440451
字上利別基線,足寄郡陸別町,290-17,,143.733459,43.440659
字上利別基線,足寄郡陸別町,290-9,,143.733412,43.440688
字上利別基線,足寄郡陸別町,285-2,,143.733904,43.437639
字上利別基線,足寄郡陸別町,水-290W2,,143.733235,43.438048
字上利別西一線,足寄郡陸別町,298,,143.729744,43.443052
字トマム北一線,足寄郡陸別町,道-9,,143.728278,43.443757
字上利別西一線,足寄郡陸別町,299-2,,143.728531,43.443933
字上利別西一線,足寄郡陸別町,無地番-1,,143.728481,43.443895
字トマム北一線,足寄郡陸別町,2-3,,143.727066,43.444
字トマム北一線,足寄郡陸別町,2-2,,143.726817,43.444736
字トマム北一線,足寄郡陸別町,1-1,,143.728303,43.444635
字トマム北一線,足寄郡陸別町,1-4,,143.727286,43.444949
字トマム北一線,足寄郡陸別町,1-3,,143.7281,43.445205
字トマム北一線,足寄郡陸別町,1-9,,143.728684,43.445071
字トマム北一線,足寄郡陸別町,1-6,,143.728601,43.445221
字トマム北一線,足寄郡陸別町,1-7,,143.729103,43.444607
字トマム北一線,足寄郡陸別町,1-8,,143.729339,43.444651
字トマム北一線,足寄郡陸別町,道-95,,143.7293,43.444543
字上利別西一線,足寄郡陸別町,299-4,,143.729506,43.444692
字上利別西一線,足寄郡陸別町,299-3,,143.729415,43.444622
字上利別西一線,足寄郡陸別町,289-1,,143.729592,43.444243
字上利別西一線,足寄郡陸別町,289-3,,143.730377,43.443339
字上利別西一線,足寄郡陸別町,289-7,,143.729879,43.444322
字上利別西一線,足寄郡陸別町,289-4,,143.730362,43.44414
字上利別西一線,足寄郡陸別町,289-10,,143.730373,43.444019
字上利別西一線,足寄郡陸別町,289-9,,143.730675,43.443847
字上利別西一線,足寄郡陸別町,289-2,,143.731485,43.443339
字上利別西一線,足寄郡陸別町,289-6,,143.730857,43.443833
字上利別西一線,足寄郡陸別町,289-5,,143.732152,43.443315
字トマム,足寄郡陸別町,118-7,,143.731882,43.445073
字上利別基線,足寄郡陸別町,294-3,,143.733717,43.445198
字上利別基線,足寄郡陸別町,294-2,,143.733607,43.444594
字上利別西一線,足寄郡陸別町,289-11,,143.732164,43.443156
字上利別基線,足寄郡陸別町,水-1,,143.730861,43.444424
字上利別西一線,足寄郡陸別町,289-8,,143.731983,43.443054
字上利別基線,足寄郡陸別町,292-20,,143.732062,43.44301
字上利別基線,足寄郡陸別町,292-1,,143.732106,43.442739
字上利別基線,足寄郡陸別町,290-5,,143.732221,43.44204
字上利別基線,足寄郡陸別町,道-1,,143.73236,43.441301
字上利別基線,足寄郡陸別町,290-4,,143.733061,43.441765
字上利別基線,足寄郡陸別町,290-2,,143.733281,43.441308
字上利別基線,足寄郡陸別町,290-13,,143.733414,43.441184
字上利別基線,足寄郡陸別町,290-10,,143.733506,43.441105
字上利別基線,足寄郡陸別町,290-8,,143.733617,43.441418
字上利別基線,足寄郡陸別町,290-12,,143.733537,43.441632
字上利別基線,足寄郡陸別町,290-1,,143.733418,43.441422
字上利別基線,足寄郡陸別町,290-15,,143.733558,43.441888
字上利別基線,足寄郡陸別町,290-14,,143.733614,43.442068
字上利別基線,足寄郡陸別町,290-3,,143.733452,43.442072
字上利別基線,足寄郡陸別町,292-14,,143.733647,43.44229
字上利別基線,足寄郡陸別町,292-9,,143.733659,43.442526
字上利別基線,足寄郡陸別町,292-22,,143.733255,43.44246
字上利別基線,足寄郡陸別町,292-18,,143.73349,43.442337
字上利別基線,足寄郡陸別町,292-19,,143.733111,43.442468
字上利別基線,足寄郡陸別町,292-16,,143.73289,43.442635
字上利別基線,足寄郡陸別町,292-21,,143.732602,43.442919
字上利別基線,足寄郡陸別町,292-17,,143.732467,43.443151
字上利別基線,足寄郡陸別町,292-6,,143.733857,43.443039
字上利別基線,足寄郡陸別町,292-13,,143.733995,43.443126
字上利別基線,足寄郡陸別町,292-4,,143.734044,43.442427
字上利別基線,足寄郡陸別町,292-15,,143.733887,43.442382
字上利別基線,足寄郡陸別町,292-5,,143.733783,43.442442
字上利別基線,足寄郡陸別町,292-10,,143.73388,43.44248
字上利別基線,足寄郡陸別町,290-11,,143.733692,43.442177
字上利別基線,足寄郡陸別町,290-7,,143.733727,43.442009
字上利別基線,足寄郡陸別町,290-6,,143.733921,43.442011
字上利別基線,足寄郡陸別町,290-16,,143.733838,43.442093
字上利別基線,足寄郡陸別町,289-1,,143.734427,43.441755
字上利別基線,足寄郡陸別町,長狭物不明-1,,143.735638,43.442655
字上利別基線,足寄郡陸別町,289-2,,143.735104,43.4408
字上利別基線,足寄郡陸別町,291-2,,143.735478,43.441986
字上利別基線,足寄郡陸別町,291-1,,143.734864,43.442497
字上利別基線,足寄郡陸別町,水-3,,143.735827,43.442945
字上利別基線,足寄郡陸別町,293-2,,143.735397,43.443729
字上利別基線,足寄郡陸別町,291-3,,143.735214,43.443331
字上利別基線,足寄郡陸別町,道-2,,143.734668,43.443334
