交差点番号,管理者名,交差点名,地先名,緯度,経度,整理番号,備考
6240552598,北海道開発局 函館開発建設部,,函館市石川町,41.82851409,140.7367516,,
6240552602,北海道開発局 函館開発建設部,,函館市石川町,41.83478149,140.7369232,,
6240552603,北海道開発局 函館開発建設部,,北斗市追分５丁目１４－１６,41.83222344,140.6969261,,
6240552615,北海道開発局 函館開発建設部,,函館市港町１丁目,41.801007,140.7243919,,
6240552619,渡島総合振興局 函館建設管理部,,函館市宝来町２２,41.76234918,140.7192421,,
6240552621,北海道開発局 函館開発建設部,,函館市末広町２３番２４号,41.76580629,140.7137489,,
6240552625,北海道開発局 函館開発建設部,,函館市大手町３番１号,41.76401374,140.7182121,,
6240552631,北海道開発局 函館開発建設部,,函館市大手町３番１号,41.76670255,140.7230186,,
6240552679,北海道開発局 函館開発建設部,,函館市松風町７,41.77220786,140.7295418,,
6240552686,北海道開発局 函館開発建設部,松風町,函館市松風町９番１０号,41.77118365,140.7328033,,
6240552696,北海道開発局 函館開発建設部,若松町,函館市若松町,41.77515237,140.7291985,,
6240552705,北海道開発局 函館開発建設部,,函館市海岸町３４番１号,41.78308906,140.7300568,,
6240552706,北海道開発局 函館開発建設部,,函館市海岸町５０番１号,41.78462508,140.7302284,,
6240552708,北海道開発局 函館開発建設部,,函館市万代町,41.78641705,140.7305717,,
6240552712,北海道開発局 函館開発建設部,,函館市万代町２０５－１,41.7894889,140.731945,,
6240552716,北海道開発局 函館開発建設部,,函館市亀田町４,41.79230462,140.7326317,,
6240552720,北海道開発局 函館開発建設部,,函館市亀田町６,41.79486427,140.7331467,,
6240552725,北海道開発局 函館開発建設部,,函館市浅野町,41.79460831,140.7285118,,
6240552728,北海道開発局 函館開発建設部,,函館市北浜町,41.79767976,140.7264519,,
6240552730,北海道開発局 函館開発建設部,,函館市北浜町９,41.79947137,140.7254219,,
6240552732,北海道開発局 函館開発建設部,,函館市港町１丁目３２番４２号,41.80241463,140.723362,,
6240552737,北海道開発局 函館開発建設部,,函館市港町三丁目,41.80970819,140.7158089,,
6240552739,函館市,,函館市千歳町２６番１,41.77297601,140.7367516,,
6240552778,北海道開発局 函館開発建設部,,函館市昭和２丁目２０２－８,41.81124358,140.7357216,,
6240552802,函館市,豊川,函館市豊川,41.768367,140.7209587,,
6240552853,函館市,昭和３２,函館市昭和,41.81955959,140.7398415,,
6240552854,渡島総合振興局 函館建設管理部,美原３丁目,函館市昭和１丁目,41.82083888,140.7420731,,
6240552858,201236,,北斗市添山４７２,41.82518828,140.6332397,,
6240552860,函館市,,函館市西桔梗町８２５,41.82224607,140.7194138,,
6240552862,渡島総合振興局 函館建設管理部,,函館市西桔梗町５１１,41.82518828,140.7163239,,
6240552939,函館市,,函館市谷地頭町１２,41.75325737,140.7149506,,
6240552980,渡島総合振興局 函館建設管理部,,函館市元町２０,41.76004434,140.7152939,,
6240552993,函館市,,函館市青柳町２１,41.75684303,140.7188988,,
6240552997,函館市,,函館市青柳町３０,41.75761136,140.7197571,,
6240553016,函館市,,函館市東川町２０,41.76273332,140.7261086,,
6240553019,函館市,,函館市旭町１,41.7651661,140.7288551,,
6240553028,函館市,,函館市大森町７,41.76721469,140.7326317,,
6240553045,函館市,,函館市中島町３３,41.78603306,140.7420731,,
6240553152,函館市,,函館市八幡町２１,41.79537619,140.7384682,,
6240553208,函館市,,函館市亀田本町１０,41.80433407,140.7412148,,
6240553214,函館市,,函館市中島町３６,41.78667305,140.743103,,
6240553218,201236,,北斗市追分２丁目,41.83222344,140.7055092,,
6240553222,北海道開発局 函館開発建設部,,北斗市追分２丁目５７,41.82902574,140.7003593,,
6240553231,北海道開発局 函館開発建設部,,北斗市中央２丁目,41.8204551,140.6497192,,
6240553243,北海道開発局 函館開発建設部,,北斗市飯生二丁目２,41.81776854,140.6423378,,
6240553246,北海道開発局 函館開発建設部,,北斗市飯生３丁目,41.816873,140.6397629,,
6240553250,函館市,,函館市西桔梗町８５１,41.81994338,140.7163239,,
6240553251,函館市,,函館市西桔梗,41.82007131,140.7264519,,
6240553252,函館市,,函館市西桔梗,41.81828027,140.723877,,
6240553260,函館市,,函館市浅野町１番１,41.79153671,140.7262802,,
6240553265,北海道開発局 函館開発建設部,,函館市亀田本町４６,41.8035663,140.7346916,,
6240553279,北海道開発局 函館開発建設部,,北斗市追分１丁目１８,41.82953738,140.6998444,,
6240553292,函館市,,函館市西桔梗町,41.81610538,140.720787,,
6240553426,函館市,,函館市亀田本町８,41.80305445,140.7389832,,
6240553462,函館市,,函館市石川町,41.83337458,140.7396698,,
6240553523,函館市,,函館市八幡町１４,41.79281656,140.7382965,,
6240553605,函館市,,函館市昭和一丁目２６,41.816873,140.7406998,,
6240553654,201236,,北斗市大工川二丁目２,41.82710704,140.6418228,,
624055F002,函館市,,函館市昭和３丁目３２７番１３,41.8204551,140.7364082,,
624055F003,201236,,北斗市追分３丁目３,41.82582787,140.6952095,,
624055F004,201236,,北斗市追分４丁目６,41.82480452,140.6902313,,
624055F005,201236,,北斗市追分３丁目,41.82390907,140.6945229,,
624055F006,201236,,北斗市追分３丁目４,41.82697912,140.6982994,,
624055F008,201236,,北斗市追分３丁目３,41.82544412,140.6972694,,
624055F009,201236,,北斗市追分５丁目１,41.82800244,140.6989861,,
624055F010,201236,,北斗市追分４丁目１４,41.83030484,140.6924629,,
624055F011,201236,,北斗市追分３丁目６,41.82787452,140.6943512,,
624055F012,201236,,北斗市追分３丁目５,41.8276187,140.6986427,,
624055F013,201236,,北斗市追分３丁目６,41.828642,140.6945229,,
624055F014,201236,,北斗市追分５丁目４,41.82966529,140.6950378,,
624055F015,201236,,北斗市久根別５丁目１０２番５７地先,41.83094438,140.6795883,,
624055F016,201236,,北斗市久根別５丁目９９番５地先,41.83183973,140.6794167,,
624055F017,201236,,北斗市久根別５丁目１０２番１地先,41.83081647,140.6780434,,
624055F018,201236,,北斗市久根別５丁目１０２番１地先,41.83171182,140.6778717,,
6240560082,函館市,,函館市梁川町３,41.78910492,140.7467079,,
6240560118,渡島総合振興局 函館建設管理部,,函館市梁川町５,41.78974488,140.7477379,,
6240560140,函館市,,函館市梁川町１８,41.79000086,140.7479095,,
6240560178,函館市,,函館市梁川町１８,41.79025683,140.7485962,,
6240560194,函館市,,函館市梁川町１９,41.7906408,140.7489395,,
6240560223,函館市,,函館市梁川町２０,41.79089678,140.7494545,,
6240560243,函館市,,函館市梁川町２１,41.79115275,140.7497978,,
6240560298,函館市,,函館市日乃出町３３番,41.77694461,140.7504845,,
6240560318,函館市,,函館市梁川町２２,41.79179268,140.7508278,,
6240560342,函館市,,函館市梁川町２２,41.79204865,140.7509995,,
6240560384,渡島総合振興局 函館建設管理部,本町４,函館市本町,41.78936091,140.7515144,,
6240560385,函館市,,函館市五稜郭町１２,41.79486427,140.7515144,,
6240560409,渡島総合振興局 函館建設管理部,,函館市五稜郭町,41.79243261,140.7518578,,
6240560432,函館市,,函館市五稜郭町１５,41.79601608,140.7523727,,
6240560455,函館市,,函館市五稜郭町１６,41.79652798,140.7527161,,
6240560495,函館市,,函館市五稜郭町２７,41.79742381,140.7534027,,
6240560502,渡島総合振興局 函館建設管理部,,函館市五稜郭町２９,41.79448033,140.7534027,,
6240560537,渡島総合振興局 函館建設管理部,,函館市五稜郭町,41.79550416,140.7540894,,
6240560569,函館市,,函館市中道一丁目１,41.79921543,140.7546043,,
6240560616,函館市,,函館市中道一丁目７,41.80023919,140.7556343,,
6240560644,函館市,,函館市中道一丁目７,41.80049513,140.7559776,,
6240560681,函館市,,函館市中道一丁目５,41.80126293,140.7568359,,
6240560705,函館市,,函館市中道一丁目５,41.8017748,140.7571793,,
6240560713,函館市,,函館市中道一丁目２２,41.80203073,140.7575226,,
6240560722,函館市,,函館市五稜郭町４２,41.79409639,140.7575226,,
6240560754,函館市,,函館市鍛冶一丁目１０,41.80267055,140.7582092,,
6240560775,函館市,,函館市中道一丁目２３,41.80305445,140.7587242,,
6240560807,函館市,,函館市鍛冶一丁目１２,41.80369426,140.7594109,,
6240560815,函館市,,函館市鍛冶一丁目１２,41.80382222,140.7594109,,
6240560832,函館市,,函館市柳町６,41.7939684,140.7599258,,
6240560835,函館市,,函館市鍛冶一丁目１４,41.80433407,140.7599258,,
6240560847,函館市,,函館市鍛冶一丁目１４,41.80458999,140.7602692,,
6240560850,渡島総合振興局 函館建設管理部,,函館市赤川町１丁目,41.82416492,140.7602692,,
6240560854,函館市,,函館市鍛冶一丁目１５,41.80471795,140.7604408,,
6240560871,函館市,,函館市鍛冶一丁目２０,41.80510183,140.7607841,,
6240560891,函館市,,函館市松陰町２０,41.79230462,140.7611275,,
6240560895,函館市,,函館市柳町９,41.79384042,140.7612991,,
6240560899,函館市,,函館市松陰町２０,41.79204865,140.7612991,,
6240560901,函館市,,函館市中道二丁目１１,41.80561366,140.7614708,,
6240560915,函館市,,函館市中道二丁目１１,41.80599753,140.7616425,,
6240560917,函館市,,函館市松陰町２０,41.79153671,140.7616425,,
6240560929,函館市,,函館市中道二丁目１１,41.80625345,140.7619858,,
6240560931,函館市,,函館市松陰町２３,41.79038482,140.7621574,,
6240560933,函館市,,函館市中道二丁目１１,41.80665025,140.7621883,,
6240560937,函館市,,函館市中道二丁目１２,41.80689323,140.7623291,,
6240560938,函館市,,函館市松陰町１８,41.78936091,140.7623291,,
6240560942,函館市,,函館市中道二丁目１３,41.80740505,140.7625008,,
6240560953,函館市,,函館市鍛冶二丁目２２,41.80791687,140.7628441,,
6240560954,函館市,,函館市鍛冶二丁目２２,41.80830073,140.7630157,,
6240560967,函館市,,函館市中道二丁目２３,41.80894049,140.7633591,,
6240560976,函館市,,函館市中道二丁目２４,41.80932434,140.7635307,,
6240560985,函館市,,函館市鍛冶二丁目２５,41.81009204,140.7638741,,
6240560997,函館市,,函館市中道二丁目４８,41.81073179,140.7642174,,
6240561002,函館市,,函館市中道二丁目４８,41.81098768,140.764389,,
6240561027,函館市,,函館市乃木町,41.78065695,140.7652473,,
6240561074,函館市,,函館市柏木町１８,41.78270504,140.7667923,,
6240561199,函館市,,函館市広野町３,41.77515237,140.7697105,,
6240561213,函館市,,函館市川原町,41.7916647,140.7702255,,
6240561240,函館市,,函館市川原町５,41.7916647,140.7709122,,
6240561258,函館市,,函館市湯浜町４,41.78014491,140.7712555,,
6240561263,函館市,,函館市湯浜町４,41.7787368,140.7714272,,
6240561278,函館市,,函館市湯浜町３,41.77720064,140.7717705,,
6240561279,函館市,,函館市広野町６,41.77656056,140.7717705,,
6240561313,函館市,,函館市深堀町８,41.78731302,140.7726288,,
6240561342,函館市,,函館市本通４丁目,41.79691191,140.7738304,,
6240561343,函館市,,函館市深堀町８,41.78795299,140.7736588,,
6240561356,函館市,,函館市深堀町８,41.78820898,140.7740021,,
6240561379,函館市,,函館市東山１丁目１１７番１,41.81559363,140.7746887,,
6240561392,函館市,,函館市川原町１９,41.78936091,140.7753754,,
6240561408,函館市,,函館市深堀町１３,41.78987287,140.7762337,,
6240561426,函館市,,函館市深堀町１３,41.79000086,140.7767487,,
6240561456,函館市,,函館市本通三丁目１５,41.7906408,140.7779503,,
6240561471,函館市,,函館市本通三丁目１６,41.79089678,140.7786369,,
6240561557,函館市,,函館市花園町２６,41.79179268,140.7806969,,
6240561740,函館市,,函館市山の手１丁目１７番２２６,41.80906844,140.7868767,,
6240561906,渡島総合振興局 函館建設管理部,,函館市日吉町４丁目,41.80369426,140.7916832,,
6240561917,渡島総合振興局 函館建設管理部,,函館市湯川町,41.78078496,140.7925415,,
6240561944,渡島総合振興局 函館建設管理部,,函館市湯川町３丁目,41.78078496,140.7935715,,
6240561952,函館市,,函館市湯川町三丁目,41.77886481,140.7942581,,
6240561962,函館市,,函館市戸倉町,41.78232103,140.7949448,,
6240562115,函館市,,函館市高丘町,41.7916647,140.809536,,
6240562127,渡島総合振興局 函館建設管理部,,函館市上湯川町４６,41.78526507,140.8105659,,
6240562158,渡島総合振興局 函館建設管理部,,函館市高松町函館空港,41.77604849,140.8182907,,
6240562161,渡島総合振興局 函館建設管理部,,函館市高松町５０７－１１,41.7798889,140.8158875,,
6240562168,函館市,,函館市高松町,41.78052894,140.8177757,,
6240562172,函館市,,函館市高松町,41.77912083,140.819149,,
6240562177,函館市,,函館市高松町,41.7798889,140.8194923,,
6240562185,函館市,,函館市高松町５７５番１８１,41.77848077,140.8210373,,
6240562195,函館市,,函館市瀬戸川町,41.77796872,140.8224106,,
6240562198,函館市,,函館市高松町５７５番１８１,41.78244904,140.8225822,,
6240562206,函館市,,函館市旭岡町,41.78462508,140.8272171,,
6240562224,渡島総合振興局 函館建設管理部,,函館市米原町,41.79320051,140.8574295,,
6240562246,函館市,,函館市五稜郭町４２,41.7939684,140.756321,,
